"","receiver","id_pk","station_name","deploy_date_time","recover_date_time","deploy_lat","deploy_long","detection_count","sum_deploy"
"268","VR2W-123823",1556,"bpns-WK14","00:00.0","00:00.0",51.3685,3.262,5,1483
"269","VR2W-123826",2172,"VLVS11","00:00.0","00:00.0",51.3572,4.17046,162,162
"270","VR2W-123827",2186,"bpns-WENDUINEBANKW","00:00.0","00:00.0",51.287167,2.879166667,9,14
"271","VR2W-123828",1545,"bpns-A1BIS","00:00.0","00:00.0",51.361333,2.967,9,183
"272","VR2W-123829",1845,"bpns-S7","00:00.0","00:00.0",51.399667,3.173666667,89,172
"273","VR2W-123830",1610,"ws-DL12","00:00.0","00:00.0",51.466175,3.502181,3,43
"274","VR2W-123831",1615,"ws-OGDL","00:00.0","00:00.0",51.46395,3.51263,26,237
"275","VR2W-123832",1614,"ws-OG10","00:00.0","00:00.0",51.474675,3.510681,8,492
"276","VR2W-123835",2173,"VLVS12","00:00.0","00:00.0",51.35376,4.18538,108,108
"277","VR2W-124059",1576,"ak-6","00:00.0","00:00.0",50.633529,5.576963,1244,1254
"278","VR2W-124060",1384,"de-21","00:00.0","00:00.0",NA,NA,227,5539
"279","VR2W-124061",1429,"de-11","00:00.0","00:00.0",50.9922283,5.0549485,295,295
"280","VR2W-124061",1587,"M-1","00:00.0","00:00.0",51.01136918,4.520968635,1367,12432
"281","VR2W-124062",1584,"ak-4","00:00.0","00:00.0",50.62285,5.580676,1790,1793
"282","VR2W-124063",1577,"ak-7","00:00.0","00:00.0",50.636918,5.585103,137,1619
"283","VR2W-124064",1441,"de-23","00:00.0","00:00.0",50.98197,5.0780232,3565,3565
"284","VR2W-124064",2288,"S09","00:00.0","00:00.0",51.097162,5.11063,466860,946032
"285","VR2W-124065",1436,"de-19","00:00.0","00:00.0",50.9849358,5.075274,682,682
"286","VR2W-124066",1439,"de-18","00:00.0","00:00.0",50.9876189,5.0742895,219,219
"287","VR2W-124067",1559,"ak-10","00:00.0","00:00.0",50.654402,5.622823,402,429
"288","VR2W-124068",1561,"ak-13","00:00.0","00:00.0",50.702052,5.67876,8,8
"289","VR2W-124070",1437,"de-9","00:00.0","30:00.0",50.9912632,5.049155,14923,14927
"290","VR2W-124070",1803,"M-2","00:00.0","00:00.0",51.02082596,4.498485779,2946,60760
"291","VR2W-124077",1563,"ak-17","00:00.0","00:00.0",50.807726,5.674801,66,1130
"292","VR2W-124078",1428,"de-10","00:00.0","00:00.0",50.9916225,5.0542423,2220,2220
"293","VR2W-126194",1487,"ak-42","00:00.0","00:00.0",51.242076,4.403539,31,6890
"294","VR2W-126195",1486,"ak-41","00:00.0","00:00.0",51.239128,4.397469,82,1457
"295","VR2W-126196",1488,"ak-44","00:00.0","00:00.0",51.273737,4.332208,127,721
"296","VR2W-126197",1489,"ak-45","00:00.0","00:00.0",51.280982,4.329702,366,1554
"297","VR2W-126198",1490,"ak-46","00:00.0","00:00.0",51.344943,4.290537,117,3063
"298","VR2W-126199",1491,"ak-47","00:00.0","00:00.0",51.345793,4.278738,136,287
"299","VR2W-126200",1492,"ak-48","00:00.0","00:00.0",51.367743,4.3015,7,233
"300","VR2W-126201",2469,"bpns-Trapegeer","00:00.0","00:00.0",51.14033333,2.573,33,33
"301","VR2W-127022",1514,"S17","00:00.0","00:00.0",51.098163,5.109424,421491,1222383
"302","VR2W-127023",1509,"S02","00:00.0","00:00.0",51.096973,5.110242,124125,478810
"303","VR2W-127023",1830,"S07","00:00.0","00:00.0",51.096973,5.110242,353764,981562
"304","VR2W-127024",1511,"S13","00:00.0","00:00.0",51.097103,5.111644,429025,1377640
"305","VR2W-127025",2196,"S08","00:00.0","00:00.0",51.097872,5.109724,475279,1632563
"306","VR2W-127026",1591,"M-4A","00:00.0","00:00.0",51.025057,4.495476,7574,105420
"307","VR2W-127027",1508,"S10","00:00.0","00:00.0",51.097225,5.110328,433083,1243303
"308","VR2W-127028",1516,"S18","00:00.0","00:00.0",51.097433,5.109707,375581,1436014
"309","VR2W-127029",1517,"S14","00:00.0","00:00.0",51.098103,5.110244,479860,1475960
"310","VR2W-127031",1513,"S16","00:00.0","00:00.0",51.097907,5.109191,397082,1415613
"311","VR2W-127032",1510,"S12","00:00.0","00:00.0",51.096669,5.111477,358630,1205214
"312","VR2W-127033",1512,"S15","00:00.0","00:00.0",51.09763,5.108964,289191,1030886
"313","VR2W-127109",2174,"VLVS13","00:00.0","00:00.0",51.36983,4.17912,117,117
"314","VR2W-127110",1633,"bpns-BelwindReefballs","00:00.0","00:00.0",51.70442,2.81259,25,30041
"315","VR2W-127716",1985,"s-10a","00:00.0","00:00.0",51.235423,4.396673,290,3007
"316","VR2W-127719",1607,"s-8a","00:00.0","00:00.0",51.14222,4.32646,252,1902
"317","VR2W-127720",1604,"HH9","00:00.0","00:00.0",51.092742,5.137916,13085,93693
"318","VR2W-127721",1599,"HH4","00:00.0","00:00.0",50.99323,5.245137,585,54171
"319","VR2W-127722",1597,"HH2","00:00.0","00:00.0",50.965597,5.287241,224,15666
"320","VR2W-127724",1600,"HH5","00:00.0","00:00.0",51.016368,5.233414,44039,906403
"321","VR2W-127725",1630,"ws-HW6","00:00.0","00:00.0",51.43484,4.02702,16,386
"322","VR2W-127726",1598,"HH3","00:00.0","00:00.0",50.973296,5.270083,190,45942
"323","VR2W-127728",1605,"s-11","00:00.0","00:00.0",51.29646,4.2857,197,2774
"324","VR2W-127731",1627,"ws-53A","00:00.0","00:00.0",51.411167,4.029233,27,392
"325","VR2W-127732",1606,"s-12","00:00.0","00:00.0",51.30305,4.28731,30,367
"326","VR2W-127733",1629,"ws-FZ2","00:00.0","00:00.0",51.42601,4.03575,23,23
"327","VR2W-127733",2261,"ws-F42","00:00.0","00:00.0",51.42786,4.03246,119,119
"328","VR2W-127734",1628,"ws-55","00:00.0","00:00.0",51.40221,4.02998,79,611
"329","VR2W-127735",1625,"ws-42A","00:00.0","00:00.0",51.42251303,4.032860596,15,272
"330","VR2W-127737",1626,"ws-53","00:00.0","00:00.0",51.41651283,4.027360624,33,353
"331","VR2W-127738",1608,"s-9a","00:00.0","00:00.0",51.19068,4.33602,156,4732
"332","VR2W-129563",2167,"VLVS3","00:00.0","00:00.0",51.33728,4.13362,18,18
"333","VR2W-129565",2169,"VLVS5","00:00.0","00:00.0",51.34251,4.13668,35,35
"334","VR2W-129568",2165,"VLVS1","00:00.0","00:00.0",51.35069,4.11802,22,22
"335","VR2W-129572",2168,"VLVS4","00:00.0","00:00.0",51.3517,4.13251,13,13
