receiver,id_pk,station_name,deploy_date_time,recover_date_time,deploy_lat,deploy_long,detection_count
VR2W-115429,2272,bn-Lier,00:00.0,00:00.0,51.11731,4.54958,14
VR2W-115429,2610,bn-Lier,00:00.0,00:00.0,51.11731,4.54958,33
VR2W-115429,2799,bh-22,00:00.0,00:00.0,51.2684107,3.718915,395
VR2W-115429,2800,bh-22,00:00.0,00:00.0,51.2684107,3.718915,600
VR2W-115430,1367,ngAspsa,00:00.0,00:00.0,50.91854362,3.666244163,14
VR2W-115430,1407,bh-18,00:00.0,00:00.0,51.2666113,3.6865616,6
VR2W-115430,1497,s-5,00:00.0,00:00.0,51.09258,4.17083,1328
VR2W-115430,1709,s-5,00:00.0,00:00.0,51.09258,4.17083,518
VR2W-115430,1944,s-5,00:00.0,00:00.0,51.09258,4.17083,777
VR2W-115430,2243,s-5,00:00.0,00:00.0,51.09258,4.17083,2369
VR2W-115430,2380,ngAspsa,00:00.0,00:00.0,50.91854362,3.666244163,77
VR2W-115430,2381,ngAspsa,00:00.0,00:00.0,50.91854362,3.666244163,8
VR2W-115430,2659,s-5,00:00.0,00:00.0,51.09258,4.17083,221
VR2W-115431,1368,ngAspso,00:00.0,00:00.0,50.91728709,3.669597115,12
VR2W-115431,2181,VLVS10,00:00.0,00:00.0,51.34117,4.16606,1430
VR2W-115431,2412,ngAspso,00:00.0,00:00.0,50.91728709,3.669597115,5
VR2W-115432,1388,ws-14,00:00.0,00:00.0,51.3601518,3.7798113,20
VR2W-115432,2408,soMrbk,00:00.0,00:00.0,50.8321884,3.587871973,209
VR2W-115432,2409,soMrbk,00:00.0,00:00.0,50.8321884,3.587871973,149
VR2W-115432,2410,soMrbk,00:00.0,00:00.0,50.8321884,3.587871973,80
VR2W-115433,1369,ngAspm,00:00.0,00:00.0,50.91786334,3.668031789,27
VR2W-115433,2383,ngAspm,00:00.0,00:00.0,50.91786334,3.668031789,9
VR2W-115434,1370,ngOudm,00:00.0,00:00.0,50.8500077,3.620647993,7
VR2W-115434,1525,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,192
VR2W-115434,1956,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,228
VR2W-115434,1957,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,5
VR2W-115434,2037,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,263
VR2W-115434,2134,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,6
VR2W-115434,2135,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,29
VR2W-115434,2217,ws-23,00:00.0,00:00.0,51.3552573,3.7609896,30
VR2W-115434,2363,ngOudm,00:00.0,00:00.0,50.8500077,3.620647993,7
VR2W-115435,1341,bh-26,00:00.0,00:00.0,51.2561385,3.7845731,1628
VR2W-115435,1412,bh-26,00:00.0,00:00.0,51.2561385,3.7845731,5551
VR2W-115435,2273,du-Hamveer,00:00.0,00:00.0,51.10507,4.14106,1
VR2W-115435,2369,ngOudso,00:00.0,00:00.0,50.84941689,3.619847034,5
VR2W-115435,2371,ngOudso,00:00.0,00:00.0,50.84941689,3.619847034,1
VR2W-115436,1371,ngOudsa,00:00.0,00:00.0,50.85077422,3.621406632,11
VR2W-115436,1544,ak-36,00:00.0,00:00.0,51.159335,4.85635,2615
VR2W-115436,1646,bh-28,00:00.0,00:00.0,51.2453761,3.7607615,7
VR2W-115436,2359,ngOudsa,00:00.0,00:00.0,50.85077422,3.621406632,14
VR2W-115436,2360,ngOudsa,00:00.0,00:00.0,50.85077422,3.621406632,40
VR2W-115436,2434,ak-36,00:00.0,00:00.0,51.159335,4.85635,50226
VR2W-115436,2694,ak-36,00:00.0,00:00.0,51.159335,4.85635,82222
VR2W-115436,2802,ak-36,00:00.0,00:00.0,51.159335,4.85635,154
VR2W-115436,2803,ak-36,00:00.0,00:00.0,51.159335,4.85635,84
VR2W-115436,2804,ak-36,00:00.0,00:00.0,51.159335,4.85635,61730
VR2W-115437,1408,bh-20,00:00.0,00:00.0,51.269978,3.7030611,186476
VR2W-115438,1343,,,00:00.0,,,44
VR2W-115438,1423,bh-9,00:00.0,00:00.0,51.2591163,3.5789817,5408
VR2W-115438,2026,s-Wichelen,00:00.0,00:00.0,51.0168,3.92527,18
VR2W-115438,2251,s-Wichelen,00:00.0,00:00.0,51.0168,3.92527,5635
VR2W-115438,2669,s-Wichelen,00:00.0,00:00.0,51.0168,3.92527,9325
VR2W-115438,2806,bh-9,00:00.0,00:00.0,51.2591163,3.5789817,3729
VR2W-115439,1405,bh-14,00:00.0,30:00.0,51.2608054,3.669741,137
VR2W-115439,1594,bh-14,30:00.0,00:00.0,51.2608054,3.669741,14
VR2W-115439,1712,HH1,00:00.0,00:00.0,50.941845,5.334551,142
VR2W-115439,1713,HH1,00:00.0,00:00.0,50.941845,5.334551,68
VR2W-115439,2435,HH1,00:00.0,00:00.0,50.941845,5.334551,10999
VR2W-115439,2695,HH1,00:00.0,00:00.0,50.941845,5.334551,11061
VR2W-115440,1404,bh-13,00:00.0,00:00.0,51.2664563,3.6608905,104194
VR2W-115440,2177,VLVS6,00:00.0,00:00.0,51.36099,4.14259,2
VR2W-115440,2194,VLVS6,00:00.0,00:00.0,51.36099,4.14259,60
VR2W-115440,2809,bh-13,00:00.0,00:00.0,51.2664563,3.6608905,52941
VR2W-115441,1498,s-6,00:00.0,00:00.0,51.12287,4.2184,6452
VR2W-115441,1640,bh-15,00:00.0,00:00.0,51.2602787,3.6691424,3228
VR2W-115441,1714,s-6,00:00.0,00:00.0,51.12287,4.2184,3010
VR2W-115441,1945,s-6,00:00.0,00:00.0,51.12287,4.2184,249
VR2W-115441,2244,s-6,00:00.0,00:00.0,51.12287,4.2184,1103
VR2W-115441,2658,s-6,00:00.0,00:00.0,51.12287,4.2184,5922
VR2W-115442,1499,s-7,00:00.0,00:00.0,51.11414,4.24123,2492
VR2W-115442,1645,bh-25,00:00.0,00:00.0,51.268928,3.7506924,44
VR2W-115442,1715,s-7,00:00.0,00:00.0,51.11414,4.24123,5383
VR2W-115442,1946,s-7,00:00.0,00:00.0,51.11414,4.24123,2641
VR2W-115442,2245,s-7,00:00.0,00:00.0,51.11414,4.24123,2925
VR2W-115442,2657,s-7,00:00.0,00:00.0,51.11414,4.24123,386
VR2W-115443,1413,bh-27,00:00.0,00:00.0,51.2574609,3.7637309,34
VR2W-115443,1716,HH6,00:00.0,00:00.0,51.041797,5.21874,14922
VR2W-115443,1717,HH6,00:00.0,00:00.0,51.041797,5.21874,756
VR2W-115443,2436,HH6,00:00.0,00:00.0,51.041797,5.21874,18100
VR2W-115443,2696,HH6,00:00.0,00:00.0,51.041797,5.21874,18261
VR2W-115444,1345,,,00:00.0,,,1
VR2W-115444,1422,bh-8,00:00.0,00:00.0,51.265006,3.5547265,1824
VR2W-115444,2034,s-Vlassenbroek,00:00.0,00:00.0,51.03955,4.16605,63
VR2W-115444,2252,s-Vlassenbroek,00:00.0,00:00.0,51.03955,4.16605,685
VR2W-115444,2373,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,202
VR2W-115444,2374,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,22
VR2W-115444,2375,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,7
VR2W-115444,2376,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,616
VR2W-115444,2377,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,2467
VR2W-115444,2378,SOmZwa,00:00.0,00:00.0,50.88675142,3.662822026,156
VR2W-115444,2664,s-Vlassenbroek,00:00.0,00:00.0,51.03955,4.16605,123
VR2W-115445,1327,bh-36,00:00.0,00:00.0,51.3346375,3.7682595,158
VR2W-115445,1418,bh-36,00:00.0,00:00.0,51.3346375,3.7682595,51591
VR2W-115445,2406,Zult,00:00.0,00:00.0,50.92269133,3.431390431,19
VR2W-115445,2811,bh-36,00:00.0,00:00.0,51.3346375,3.7682595,51535
VR2W-115446,1403,bh-11,00:00.0,00:00.0,51.2627862,3.616269,5611
VR2W-115447,1417,bh-35,00:00.0,00:00.0,51.3290957,3.7541909,5838
VR2W-115447,1503,ws-18,00:00.0,00:00.0,51.3482621,3.8147323,68
VR2W-115447,1720,ws-18,00:00.0,00:00.0,51.3482621,3.8147323,41
VR2W-115447,1973,ws-18,00:00.0,00:00.0,51.3482621,3.8147323,57
VR2W-115447,2218,ws-18,00:00.0,00:00.0,51.3482621,3.8147323,12
VR2W-119047,1445,ma-8,00:00.0,00:00.0,51.636119,5.992666,20
VR2W-119047,1721,ma-8,00:00.0,00:00.0,51.636119,5.992666,24
VR2W-119047,2813,ma-8,00:00.0,00:00.0,51.636119,5.992666,2
VR2W-119048,1443,ma-6,00:00.0,00:00.0,51.637577,5.996046,5
VR2W-119048,1722,ma-6,00:00.0,00:00.0,51.637577,5.996046,3
VR2W-119048,2815,ma-6,00:00.0,00:00.0,51.637577,5.996046,4
VR2W-119049,1446,ma-9,00:00.0,00:00.0,51.637191,5.993428,8
VR2W-119049,1723,ma-9,00:00.0,00:00.0,51.637191,5.993428,4
VR2W-119049,2817,ma-9,00:00.0,00:00.0,51.637191,5.993428,1
VR2W-119052,1444,ma-7,00:00.0,00:00.0,51.637311,5.993471,10
VR2W-119052,2819,ma-7,00:00.0,00:00.0,51.637311,5.993471,17
VR2W-119056,1457,ma-5,00:00.0,00:00.0,50.882698,5.706716,629
VR2W-119056,1725,ma-5,00:00.0,00:00.0,50.882698,5.706716,111
VR2W-119057,1453,ma-1,00:00.0,00:00.0,50.863936,5.699716,139
VR2W-119057,1726,ma-1,00:00.0,00:00.0,50.863936,5.699716,81
VR2W-119057,2822,ma-1,00:00.0,00:00.0,50.863936,5.699716,8
VR2W-120092,1456,ma-4,00:00.0,00:00.0,50.878418,5.677845,32116
VR2W-120092,1727,ma-4,00:00.0,00:00.0,50.878418,5.677845,41
VR2W-120095,1454,ma-2,00:00.0,00:00.0,50.865472,5.697744,326
VR2W-120095,1729,ma-2,00:00.0,00:00.0,50.865472,5.697744,292000
VR2W-120095,2824,ma-2,00:00.0,00:00.0,50.865472,5.697744,3
VR2W-120873,1536,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,12652
VR2W-120873,1857,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,142
VR2W-120873,1858,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,623
VR2W-120873,1859,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,197
VR2W-120873,1860,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,73
VR2W-120873,2038,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,92
VR2W-120873,2219,ws-PVTSS,00:00.0,00:00.0,51.4018055,3.7089134,14
VR2W-120874,1520,ws-11,00:00.0,00:00.0,51.4116308,3.7074635,5674
VR2W-120874,1842,ws-11,00:00.0,00:00.0,51.41163,3.70746,151
VR2W-120874,1958,ws-11,00:00.0,00:00.0,51.4116,3.7075,155
VR2W-120874,1959,ws-11,00:00.0,00:00.0,51.4116,3.7075,31
VR2W-120874,2039,ws-11,00:00.0,00:00.0,51.41163,3.7075,190
VR2W-120874,2137,ws-11,00:00.0,00:00.0,51.4116308,3.7074635,66
VR2W-120874,2220,ws-11,00:00.0,00:00.0,51.41163,3.70746,100
VR2W-120875,1664,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,54
VR2W-120876,1522,ws-13,00:00.0,00:00.0,51.4071859,3.7080883,35111
VR2W-120876,1990,ws-13,00:00.0,00:00.0,51.4071859,3.7080883,192
VR2W-120876,1991,ws-13,00:00.0,00:00.0,51.4071859,3.7080883,245
VR2W-120876,2141,ws-13,00:00.0,00:00.0,51.4071859,3.7080883,171
VR2W-120876,2221,ws-13,00:00.0,00:00.0,51.4071859,3.7080883,34
VR2W-120877,1526,ws-25,00:00.0,00:00.0,51.351926,3.773559,398
VR2W-120877,1861,ws-25,00:00.0,00:00.0,51.351926,3.773559,8
VR2W-120877,1863,ws-25,00:00.0,00:00.0,51.351926,3.773559,276
VR2W-120877,1864,ws-25,00:00.0,00:00.0,51.351926,3.773559,68
VR2W-120877,2040,ws-25,00:00.0,00:00.0,51.351926,3.773559,544
VR2W-120877,2222,ws-25,00:00.0,00:00.0,51.351926,3.773559,24
VR2W-120878,1523,ws-15,00:00.0,00:00.0,51.386465,3.7080085,891
VR2W-120878,1865,ws-15,00:00.0,00:00.0,51.386465,3.7080085,639
VR2W-120878,1866,ws-15,00:00.0,00:00.0,51.386465,3.7080085,3400
VR2W-120878,1867,ws-15,00:00.0,00:00.0,51.386465,3.7080085,346
VR2W-120878,2041,ws-15,00:00.0,00:00.0,51.386465,3.7080085,151
VR2W-120878,2223,ws-15,00:00.0,00:00.0,51.386465,3.7080085,23
VR2W-120879,1667,ws-K,00:00.0,00:00.0,51.3508203,3.7866595,72
VR2W-120880,1665,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,99
VR2W-120881,1530,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,110
VR2W-120881,1666,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,119
VR2W-120881,1930,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,104
VR2W-120881,1931,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,12
VR2W-120881,1976,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,3
VR2W-120881,2142,ws-A3,00:00.0,00:00.0,51.3655375,3.734487,213
VR2W-120882,1528,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,1162
VR2W-120882,1869,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,170
VR2W-120882,1870,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,587
VR2W-120882,1871,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,260
VR2W-120882,1872,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,625
VR2W-120882,1984,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,92
VR2W-120882,2224,ws-4,00:00.0,00:00.0,51.3970414,3.7153436,16
VR2W-120883,1529,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,607
VR2W-120883,1873,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,39
VR2W-120883,1874,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,302
VR2W-120883,1875,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,720
VR2W-120883,1876,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,66
VR2W-120883,1977,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,130
VR2W-120883,2225,ws-6,00:00.0,00:00.0,51.3913098,3.7161726,18
VR2W-120884,1531,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,451
VR2W-120884,1877,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,4
VR2W-120884,1878,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,62
VR2W-120884,1879,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,106
VR2W-120884,1880,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,28
VR2W-120884,1978,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,3
VR2W-120884,2043,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,212
VR2W-120884,2226,ws-A5,00:00.0,00:00.0,51.3584544,3.7454284,18
VR2W-120885,1534,ws-PPC,00:00.0,00:00.0,51.353339,3.7522275,244
VR2W-120885,1535,ws-PPC,00:00.0,00:00.0,51.353339,3.7522275,44
VR2W-120885,1730,ws-PPC,00:00.0,00:00.0,51.353339,3.7522275,270
VR2W-120885,1979,ws-PPC,00:00.0,00:00.0,51.353339,3.7522275,26
VR2W-120886,1524,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,519
VR2W-120886,1881,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,92
VR2W-120886,1882,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,225
VR2W-120886,1883,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,841
VR2W-120886,1884,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,102
VR2W-120886,2044,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,192
VR2W-120886,2228,ws-15A,00:00.0,00:00.0,51.3805457,3.717259,21
VR2W-120887,1532,ws-PPB,00:00.0,00:00.0,51.3536136,3.7376409,73
VR2W-120887,1533,ws-PPB,00:00.0,00:00.0,51.3536136,3.7376409,20
VR2W-120887,1732,ws-PPB,00:00.0,00:00.0,51.3536136,3.7376409,132
VR2W-120887,1733,ws-PPB,00:00.0,00:00.0,51.3536136,3.7376409,3
VR2W-120887,1981,ws-PPB,00:00.0,00:00.0,51.3536136,3.7376409,73
VR2W-120887,2229,ws-PPC,00:00.0,00:00.0,51.3536136,3.7376409,15
VR2W-122155,1579,ak-9,00:00.0,00:00.0,50.650369,5.611382,5778
VR2W-122155,2826,ak-9,00:00.0,00:00.0,50.650369,5.611382,26351
VR2W-122155,2827,ak-9,00:00.0,00:00.0,50.650369,5.611382,18887
VR2W-122155,2828,ak-9,00:00.0,00:00.0,50.650369,5.611382,21807
VR2W-122155,2829,ak-9,00:00.0,00:00.0,50.650369,5.611382,11151
VR2W-122155,2830,ak-9,00:00.0,00:00.0,50.650369,5.611382,41
VR2W-122155,2831,ak-9,00:00.0,00:00.0,50.650369,5.611382,44
VR2W-122155,2832,ak-9,00:00.0,00:00.0,50.650369,5.611382,1386
VR2W-122155,2833,ak-9,00:00.0,00:00.0,50.650369,5.611382,52
VR2W-122155,3295,ak-9,00:00.0,00:00.0,50.650369,5.611382,46831
VR2W-122156,2835,ak-12,00:00.0,00:00.0,50.657856,5.644622,114
VR2W-122156,2836,ak-12,00:00.0,00:00.0,50.657856,5.644622,1703
VR2W-122157,3290,ak-14,00:00.0,00:00.0,50.714109,5.672638,59
VR2W-122319,1377,ak-31,30:00.0,00:00.0,51.097875,5.108846,3
VR2W-122319,1463,ak-31,00:00.0,00:00.0,51.097875,5.108846,21330
VR2W-122319,2148,ak-31,00:00.0,00:00.0,51.097875,5.108846,141260
VR2W-122319,2501,ak-31,00:00.0,00:00.0,51.097875,5.108846,18709
VR2W-122319,2697,ak-31,00:00.0,00:00.0,51.097875,5.108846,9
VR2W-122319,2839,ak-31,00:00.0,00:00.0,51.097875,5.108846,14120
VR2W-122320,1378,de-7,00:00.0,00:00.0,50.9916225,5.0542423,13654
VR2W-122320,1593,de-7,00:00.0,00:00.0,50.9909004,5.0310774,313
VR2W-122320,1734,de-7,00:00.0,00:00.0,50.9909004,5.0310774,601
VR2W-122320,1735,de-7,00:00.0,00:00.0,50.9909004,5.0310774,3220
VR2W-122320,1736,M-6,00:00.0,00:00.0,51.05546566,4.442865645,4462
VR2W-122320,1737,M-6,00:00.0,00:00.0,51.05546566,4.442865645,641
VR2W-122320,1738,M-6,00:00.0,00:00.0,51.05546566,4.442865645,6762
VR2W-122320,1739,M-6,00:00.0,00:00.0,51.05546566,4.442865645,1657
VR2W-122320,1740,M-6,00:00.0,00:00.0,51.05546566,4.442865645,2916
VR2W-122321,1464,ak-32,00:00.0,00:00.0,51.098211,5.108959,9
VR2W-122321,1936,ak-32,00:00.0,00:00.0,51.098211,5.108959,13217
VR2W-122321,1937,ak-32,00:00.0,00:00.0,51.098211,5.108959,196032
VR2W-122321,2502,ak-32,00:00.0,00:00.0,51.098211,5.108959,59170
VR2W-122321,2698,ak-32,00:00.0,00:00.0,51.098211,5.108959,10740
VR2W-122321,2841,ak-32,00:00.0,00:00.0,51.098211,5.108959,1753
VR2W-122322,1379,s-2a,00:00.0,00:00.0,51.02032,3.96965,1880
VR2W-122322,1741,s-2a,00:00.0,00:00.0,51.02032,3.96965,297955
VR2W-122322,1947,s-2a,00:00.0,00:00.0,51.02032,3.96965,248421
VR2W-122322,2117,s-2a,00:00.0,00:00.0,51.02032,3.96965,115574
VR2W-122322,2253,s-2a,00:00.0,00:00.0,51.02032,3.96965,144321
VR2W-122322,2668,s-2a,00:00.0,00:00.0,51.02032,3.96965,32083
VR2W-122323,1662,de-4,00:00.0,00:00.0,51.0089239,4.9623949,10159
VR2W-122324,1380,ma-3,00:00.0,00:00.0,50.959753,5.742085,118
VR2W-122324,2192,ma-3,00:00.0,00:00.0,50.959753,5.742085,16
VR2W-122324,3350,ma-3,00:00.0,00:00.0,50.955965,5.736611,1
VR2W-122325,1478,de-2,00:00.0,00:00.0,50.9942609,4.8938203,37
VR2W-122325,1495,s-3,00:00.0,00:00.0,51.0434,4.04783,47141
VR2W-122325,1742,s-3,00:00.0,00:00.0,51.0434,4.04783,31270
VR2W-122325,1948,s-3,00:00.0,00:00.0,51.0434,4.04783,47
VR2W-122325,2254,s-3,00:00.0,00:00.0,51.0434,4.04783,5718
VR2W-122325,2667,s-3,00:00.0,00:00.0,51.0434,4.04783,13870
VR2W-122326,1401,ak-28,00:00.0,00:00.0,51.096684,5.108784,116191
VR2W-122326,1744,ak-28,00:00.0,00:00.0,51.096684,5.108784,121898
VR2W-122326,2437,ak-28,00:00.0,00:00.0,51.096684,5.108784,60807
VR2W-122326,2845,ak-28,00:00.0,00:00.0,51.096684,5.108784,14
VR2W-122326,2846,ak-28,00:00.0,00:00.0,51.096684,5.108784,105
VR2W-122327,1565,ak-2,00:00.0,00:00.0,50.618026,5.591871,155
VR2W-122327,2848,ak-2,00:00.0,00:00.0,50.618026,5.591871,21
VR2W-122328,1574,ak-3,00:00.0,00:00.0,50.62285,5.580676,173
VR2W-122328,2850,ak-3,00:00.0,00:00.0,50.62285,5.580676,49
VR2W-122328,3298,ak-3,00:00.0,00:00.0,50.62285,5.580676,1041
VR2W-122329,1527,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,37
VR2W-122329,1885,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,19
VR2W-122329,1886,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,541
VR2W-122329,1888,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,47
VR2W-122329,1982,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,245
VR2W-122329,2230,ws-2C,00:00.0,00:00.0,51.4169613,3.7188079,134
VR2W-122330,1427,de-8,00:00.0,00:00.0,50.991246,5.0403814,27536
VR2W-122330,1573,de-8,00:00.0,00:00.0,50.991246,5.0403814,8
VR2W-122330,1745,de-8,00:00.0,00:00.0,50.991246,5.0403814,1
VR2W-122330,1746,ak-27,00:00.0,00:00.0,50.9406792,5.3643243,17
VR2W-122330,1747,ak-27,00:00.0,00:00.0,50.9406792,5.3643243,414
VR2W-122330,2438,ak-27,00:00.0,00:00.0,50.9406792,5.3643243,5422
VR2W-122330,2677,ak-27,00:00.0,00:00.0,50.9406792,5.3643243,221
VR2W-122330,2852,ak-27,00:00.0,00:00.0,50.9406792,5.3643243,102
VR2W-122331,1385,ak-30,00:00.0,00:00.0,50.097208,5.109596,53
VR2W-122331,1462,ak-30,00:00.0,00:00.0,51.097208,5.109596,3
VR2W-122331,1933,ak-30,00:00.0,00:00.0,51.097208,5.109596,21698
VR2W-122331,1934,ak-30,00:00.0,00:00.0,51.097208,5.109596,65758
VR2W-122331,2854,ak-30,00:00.0,00:00.0,51.097208,5.109596,3581
VR2W-122332,1558,ak-1,00:00.0,00:00.0,50.614739,5.579158,315
VR2W-122332,3300,ak-1,00:00.0,00:00.0,50.614739,5.579158,571
VR2W-122333,1474,ak-24,00:00.0,00:00.0,50.9380396,5.4373164,1168
VR2W-122333,1595,HH10,00:00.0,00:00.0,51.154979,5.147086,71805
VR2W-122333,1748,HH10,00:00.0,00:00.0,51.154979,5.147086,773478
VR2W-122333,2439,HH10,00:00.0,00:00.0,51.154979,5.147086,64060
VR2W-122333,2699,HH10,00:00.0,00:00.0,51.154979,5.147086,24
VR2W-122333,2856,ak-24,00:00.0,00:00.0,50.9380396,5.4373164,10989
VR2W-122333,2857,ak-24,00:00.0,00:00.0,50.9380396,5.4373164,11383
VR2W-122333,2858,ak-24,00:00.0,00:00.0,50.9380396,5.4373164,33304
VR2W-122334,1572,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,70
VR2W-122334,2458,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,15326
VR2W-122334,2459,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,415
VR2W-122334,2678,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,123
VR2W-122334,2860,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,70
VR2W-122334,2861,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,17550
VR2W-122334,2862,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,39901
VR2W-122334,2863,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,68740
VR2W-122334,2864,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,40509
VR2W-122334,2865,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,10090
VR2W-122334,2866,ak-26,00:00.0,00:00.0,50.9406125,5.3743823,5120
VR2W-122335,1434,de-16,00:00.0,00:00.0,50.9901667,5.0616675,622
VR2W-122336,1473,ak-x,00:00.0,00:00.0,51.097476,5.109196,6545
VR2W-122336,2258,s-4c,00:00.0,00:00.0,51.07363,4.19007,1907
VR2W-122336,2660,s-4c,00:00.0,00:00.0,51.07363,4.19007,2043
VR2W-122336,3280,ak-x,00:00.0,00:00.0,51.097476,5.109196,62
VR2W-122337,1425,de-5,00:00.0,00:00.0,51.0026609,4.9914479,1743
VR2W-122337,1494,s-2,00:00.0,00:00.0,51.00588,3.77876,17400
VR2W-122338,1466,ws-K,00:00.0,00:00.0,51.3508203,3.7866595,7
VR2W-122338,1624,ws-25A,00:00.0,00:00.0,51.352186,3.781008,1
VR2W-122338,1749,ws-25A,00:00.0,00:00.0,51.352186,3.781008,48
VR2W-122339,1381,s-4c,00:00.0,00:00.0,51.07363,4.19007,27
VR2W-122339,1471,s-4c,00:00.0,00:00.0,51.07363,4.19007,8609
VR2W-122339,1751,s-4c,00:00.0,00:00.0,51.07363,4.19007,6912
VR2W-122339,2869,s-4c,00:00.0,00:00.0,51.07363,4.19007,22
VR2W-122340,1569,ak-23,00:00.0,00:00.0,50.9357743,5.487716,823
VR2W-122340,2456,ak-23,00:00.0,00:00.0,50.9357743,5.487716,228
VR2W-122340,2457,ak-23,00:00.0,00:00.0,50.9357743,5.487716,1742
VR2W-122340,2679,ak-23,00:00.0,00:00.0,50.9357743,5.487716,1154
VR2W-122340,2871,ak-23,00:00.0,00:00.0,50.9357743,5.487716,526
VR2W-122340,2872,ak-23,00:00.0,00:00.0,50.9357743,5.487716,4024
VR2W-122340,2873,ak-23,00:00.0,00:00.0,50.9357743,5.487716,1260
VR2W-122340,2874,ak-23,00:00.0,00:00.0,50.9357743,5.487716,3413
VR2W-122340,2875,ak-23,00:00.0,00:00.0,50.9357743,5.487716,1606
VR2W-122340,2876,ak-23,00:00.0,00:00.0,50.9357743,5.487716,278
VR2W-122340,2877,ak-23,00:00.0,00:00.0,50.9357743,5.487716,257
VR2W-122341,1663,de-6,00:00.0,00:00.0,50.9898768,5.0152068,573
VR2W-122343,1465,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,102
VR2W-122343,1609,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,550
VR2W-122343,1752,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,256
VR2W-122343,1753,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,24
VR2W-122343,1967,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,2
VR2W-122343,2045,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,263
VR2W-122343,2231,ws-A1,00:00.0,00:00.0,51.3724995,3.7229828,14
VR2W-122344,1661,de-3,00:00.0,00:00.0,51.0028729,4.9333539,51
