collectioncode,seriescode,ocean,station_name,station_type,stn_lat,stn_long,stationstatus,locality,model,instrumenttype,deploy_date,last_download,recovery_date,downloads,off_set,the_geom,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.39,3.71,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000AE47E17A14AE0D4052B81E85EBB14940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.39,3.72,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000C3F5285C8FC20D4052B81E85EBB14940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.4,2.5,active,North Sea,VR2W,rcvr,20160502,,,1,,010100000000000000000004403333333333B34940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.4,3.47,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000C3F5285C8FC20B403333333333B34940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.4,3.71,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000AE47E17A14AE0D403333333333B34940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.4,3.72,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000C3F5285C8FC20D403333333333B34940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.4,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E10403333333333B34940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.41,3.45,active,North Sea,VR2W,rcvr,20170214,,,1,,01010000009A99999999990B4014AE47E17AB44940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.41,3.71,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000AE47E17A14AE0D4014AE47E17AB44940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.41,3.71,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000AE47E17A14AE0D4014AE47E17AB44940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.41,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E104014AE47E17AB44940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.42,3.05,active,North Sea,VR2W,rcvr,20170925,,,1,,01010000006666666666660840F6285C8FC2B54940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.42,3.45,active,North Sea,VR2W,rcvr,20170214,,,1,,01010000009A99999999990B40F6285C8FC2B54940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws2,acoustic,51.42,3.72,active,North Sea,VR2W,rcvr,20170215,,,1,,0101000000C3F5285C8FC20D40F6285C8FC2B54940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.42,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E1040F6285C8FC2B54940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.42,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E1040F6285C8FC2B54940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.43,3.46,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000AE47E17A14AE0B40D7A3703D0AB74940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.43,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E1040D7A3703D0AB74940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws3,acoustic,51.43,4.03,active,North Sea,VR2W,rcvr,20170406,,,1,,01010000001F85EB51B81E1040D7A3703D0AB74940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.44,3.47,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000C3F5285C8FC20B40B81E85EB51B84940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.45,3.47,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000C3F5285C8FC20B409A99999999B94940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.46,3.11,active,North Sea,VR2W,rcvr,20170405,,,1,,0101000000E17A14AE47E108407B14AE47E1BA4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.46,3.47,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000C3F5285C8FC20B407B14AE47E1BA4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.46,3.51,active,North Sea,VR2W,rcvr,20170214,,,1,,010100000014AE47E17A140C407B14AE47E1BA4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.47,3.48,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000D7A3703D0AD70B405C8FC2F528BC4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.47,3.49,active,North Sea,VR2W,rcvr,20170214,,,1,,0101000000EC51B81E85EB0B405C8FC2F528BC4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.47,3.5,active,North Sea,VR2W,rcvr,20170214,,,1,,01010000000000000000000C405C8FC2F528BC4940,,,,,,,,,,,,,,,,,,,,,,,,
Westerschelde,ETN,NE ATLANTIC,ws1,acoustic,51.47,3.51,active,North Sea,VR2W,rcvr,20170214,,,1,,010100000014AE47E17A140C405C8FC2F528BC4940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.49,2.3,active,North Sea,VR2W,rcvr,20160527,,,1,,010100000066666666666602401F85EB51B8BE4940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.58,3,active,North Sea,VR2W,rcvr,20170705,,,1,,010100000000000000000008400AD7A3703DCA4940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.7,2.81,active,North Sea,VR2Tx,rcvr,20170809,,,1,,01010000007B14AE47E17A06409A99999999D94940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.4325,2.802,active,North Sea,VR2W,rcvr,20170310,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.3997,3.1737,active,North Sea,VR2W,rcvr,20160310,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.7,2.81,active,North Sea,VR2AR,rcvr,20170928,,,1,,01010000007B14AE47E17A06409A99999999D94940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.7,2.81,active,North Sea,VR2AR,rcvr,20170928,,,1,,01010000007B14AE47E17A06409A99999999D94940,,,,,,,,,,,,,,,,,,,,,,,,
BPNS,ETN,NE ATLANTIC,bpns,acoustic,51.5666667,2.983333,active,North Sea,VR2W,rcvr,20173011,,,1900-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.0340958,4.471940005,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.02483717,4.495207458,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.05546566,4.442865645,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.01136918,4.520968635,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.0229057,4.497271313,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.082219,4.366229,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.02082596,4.498485779,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJLE,ETN,NE ATLANTIC,Dijle,acoustic,51.025057,4.495476,active,North Sea,VR2W,rcvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    
